compound,flashpoint
"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-((2,6-dimethoxy",340.9
C.I. Solvent Red 24 (8CI),424.365
"Phenol, 4,4'-((1E)-1,2-diethyl-1,2-ethenediyl)bis-, dipropanoate",237
"Phosphoric acid, di(2-ethylhexyl) hydroxypropyl ester",232.6
"2H-1,2,4-Benzothiadiazine-7-sulfonamide, 6-chloro-3-(dichloromethyl)-3",335.6
"Phosphoric acid, 1,2-dibromo-2,2-dichloroethyl dimethyl ester",119.4
"Benzene, 1,1',1''-(1-chloro-1-ethenyl-2-ylidene)tris(4-methoxy)-",164.1
"9,10-Anthracenedione, 1-amino-2,4-dibromo-",286.7
"Phosphoric acid, bis(2-chloroethyl) 4-methyl-2-oxo-2H-1-benzopyran-7-y",408.6
"Ketone, methyl 10-(3-(4-methyl-1-piperazinyl)propyl)phenothiazin-2-yl",289.3
"1-Tridecanamine, N-tridecyl-",162.9
"Phosphorous acid, 2-ethylhexyl octyl phenyl ester",256.7
"Phenol, 4,4'-butylidenebis(2-(1,1-dimethylethyl)-5-methyl-",196.8
"6,7-Dimethoxy-3-(5,6,7,8-tetrahydro-6-methyl-1,3-dioxolo(4,5-g)isoquin",285.7
TributoxyethylPhosphate223oCTEST,223
"19-Norpregn-4-en-20-yne-3,17-diol, diacetate, (3beta,17alpha)-",221.8
"9,10-Secocholesta-5,7,10(19)-trien-3-ol, (3beta,5Z,7E)-",214.2
"Tetrasulfide, bis(piperidinothiocarbonyl) (8CI)",262.3
bis[[dimethyl(trimethylsilyloxy)silyl]oxy]-dimethylsilane,117.4
DodecamethylPentasiloxane79oC,79
"Butanamide, 2-(2-(2-methoxy-4-nitrophenyl)diazenyl)-N-(2-methoxyphenyl",302.9
"Crotonic acid, 3-methyl-, 9-ester with 9,10-dihydro-9,10-dihydroxy-8,8",211.5
"Pregn-4-ene-3,20-dione, 17-hydroxy-6alpha-methyl-, acetate (8CI)",213.2
"10H-Phenothiazine, 10-(2-(1-methyl-2-piperidinyl)ethyl)-2-(methylsulfi",298.9
"N-((2,4,5-Trichlorophenoxy)acetyl)-L-methionine",335.7
"(3S,8S,9S,10R,13R,14S,17R)-10,",209.291
"Propane, 1,3-dibromo-2,2-bis(bromomethyl)-",152.5
"2H-1,2,4-Benzothiadiazine-7-sulfonamide, 6-chloro-3,4-dihydro-3-(pheny",336.6
nOctadecylTrichloroSilane193oC,193
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-hexadecafluoroheptane",16.7
"Butyric acid, 2-methyl-, 9-ester with 9,10-dihydro-9,10-dihydroxy-8,8-",206.9
"Benzamide, N-((4-(2-(dimethylamino)ethoxy)phenyl)methyl)-3,4,5-trimeth",260.4
"3,5-Pyrazolidinedione, 1,2-diphenyl-4-(2-(phenylthio)ethyl)-",279.2
"1-Butanone, 1-(4-fluorophenyl)-4-(4'-(1-oxopropyl)(1,4'-bipiperidin)-1",265.7
"Estr-4-ene-3,17-diol, dipropanoate, (3-beta,17-beta)- (9CI)",227.5
"Cholestan-3-ol, (3-alpha,5-alpha)- (9CI)",190.7
"Bicyclo(2.2.1)hept-5-ene-2,3-dicarboxylic acid, 1,4,5,6,7,7-hexachloro",239.1
"2,5-Methano-2H-indeno(1,2-b)oxirene, 2,3,4,5,6,7,7-heptachloro-1a,1b,5",162.2
"2H-1-Benzopyran-2-one, 7-(2H-naphtho(1,2-d)triazol-2-yl)-3-phenyl-",353.6
"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(2,2-dimethyl-5",345.9
"4-(Dimethylamino)-alpha,alpha-bis(4-(dimethylamino)phenyl)-benzenemeth",294.6
"2H-1,2,4-Benzothiadiazine-7-sulfonamide, 3-bicyclo(2.2.1)hept-5-en-2-y",333.2
"1,3,5-Triazine-2,4,6-triamine, N,N,N',N',N'',N''-hexakis(methoxymethyl",248.3
"1,2-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",204.5
"1,2-Benzenedicarboxylic acid, dioctyl ester",222.3
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",208.4
3beta-Hydroxy-12-oxo-5beta-cholanoic acid,298
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl)ester (9CI)",208.4
"1,2-Benzenedicarboxylic acid, diisooctyl ester",204.5
"Phenol, 2,6-diiodo-4-nitro-",141.6
"Piperazine, 1-((4-chlorophenyl)phenylmethyl)-4-((3-methylphenyl)methyl",253.3
"Pregna-1,4-diene-3,20-dione, 9-fluoro-11,17,21-trihydroxy-16-methyl-,",297.5
"Pyrrolidine, 1-(3-methyl-4-(4-morpholinyl)-1-oxo-2,2-diphenylbutyl)-,",304.3
"p-Cresol, 2,2'-methylenebis(6-cyclohexyl- (6CI,7CI,8CI)",199.5
"Cholan-24-oic acid, 3,12-dihydroxy-, (3-alpha,5-beta,12-alpha)- (9CI)",298.768
"Cholan-24-oic acid, 3,7-dihydroxy-, (3-alpha,5-beta,7-beta)- (9CI)",298.8
"Cholan-24-oic acid, 3,7-dihydroxy-, (3-alpha,5-beta,7-alpha)- (9CI)",298.8
"(1,1'-Biphenyl)-3-carboxamide, 5-chloro-N-(3,4-dichlorophenyl)-2-hydro",248.8
"Carbanilic acid, 3-chloro-, 2-butenylene ester",238.2
"4,7-Methanoisobenzofuran-5(3H)-one, 1,3,4,6,7,8,8-heptachlorohexahydro",193.8
"(delta,(sup 2,2'(3H,3'H))-Bibenzo(b)thiophene)-3,3'-dione, 6,6'-dichlo",273.8
"Benzene, 1,2,4,5-tetrabromo-",148.5
"Methane, triiodo-",204
"Diphenylamine, 4,4'-dioctyl- (8CI)",270
"Bicyclo(2.2.1)hept-2-ene, 5-(bromomethyl)-1,2,3,4,7,7-hexachloro-",206.5
"Phosphoric acid, 2,2-dichloro-1-(3,5-dichlorophenyl)ethenyl diethyl es",294.2
"Phosphorothioic acid, O-(4-bromo-2,5-dichlorophenyl) O,O-diethyl ester",188.9
"Maleic anhydride, dihydroxy-, bis(hydrocinnamate)",241.7
"(1)Benzopyrano(3,4-b)furo(2,3-h)(1)benzopyran-6(6aH)-one, 1,2,12,12a-t",244.6
"Strychnidin-10-one, 2,3-dimethoxy-",337.1
"Methyl (9-cis)-hydrogen-6,6'-diapo-psi,psi-carotenedioate",197.8
"Hexanedioic acid, bis((4-methyl-7-oxabicyclo(4.1.0)hept-3-yl)methyl) e",209.2
"Cyclohexene-1,2-dicarboxylic acid, bis(2-ethylhexyl) ester",218.7
octacosane,227
"(1)Benzopyrano(3,4-b)furo(2,3-h)(1)benzopyran-6(6aH)-one, 1,2,12,12a-t",241.6
"5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 3-((acetyloxy)m",411.8
Ethyl quinine carbonate,272.1
"Cycloheanol, 4-methylene-3-(2-(tetrahydro-7a-methyl-1-(1,4,5-trimethyl",218.2
"6-Pteridinecarboxamide, 4-amino-N-(2-methoxyethyl)-7-((2-methoxyethyl)",309.9
"Bicyclo(2.2.1)hept-2-ene, 1,2,3,4,7,7-hexachloro-5,6-bis(chloromethyl)",202.9
"Benzoic acid, 2-hydroxy-5-((4-((2-pyridinylamino)sulfonyl)phenyl)azo)-",335.4
"Ethanol, 2-butoxy-, phosphate (3:1)",241.5
"Formamide, N-((4-amino-2-methyl-5-pyrimidinyl)methyl)-N-(4-hydroxy-1-m",348.3
"N,N'-1,2-Ethanediylbis(n-butyl-4-morpholinecarboxamide)",299.3
"9-Octadecenoic acid, 12-(acetyloxy)-, 2-methoxyethyl ester, (R-(Z))- (",196.9
"1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane",13.3
"Acetamide, 2,2-dichloro-N-(2-hydroxyethyl)-N-(p-(p-nitrophenoxy)benzyl",286.6
"Phenol, 2,2'-thiobis(6-tert-butyl-4-chloro-",229.6
"2,3,4,5-tetrabromothiophene",147.1
"1,1,2,2,3,3,4,4,5,6-decafluoro-5,6-bis(trifluoromethyl)cyclohexane",14.2
"1,1,2,2,3,3,4,5,5,6-decafluoro-4,6-bis(trifluoromethyl)cyclohexane",11.5
"Cyclohexane,decafluoro-1,4-bis(trifluoromethyl)- (6CI,7CI,8CI)",11.8
"Silicic acid (H4SiO4), tetraphenyl ester",160.4
"Androst-4-en-3-one, 17-((1-oxoheptyl)oxy)-, (17beta)-",214.2
"4,8,12-Tetradecatrienoic acid, 5,9,13-trimethyl-, (2E)-3,7-dimethyl-2,",93.4
"2-Indolinone, 3,3-bis(p-hydroxyphenyl)-, diacetate (ester) (8CI)",296.4
"Benzamide, 2,3,5-trichloro-N-(3,5-dichloro-2-hydroxyphenyl)-6-hydroxy-",223.5
"2H-1,2,4-Benzothiadiazine, 3,4-dihydro-6-chloro-3-(alpha-methylbenzyl)",330.8
"Phosphoric acid, (1,1'-biphenyl)-2-yl diphenyl ester (9CI)",266
"Pregn-4-ene-3,11,20-trione, 21-(acetyloxy)-17-hydroxy-",197.3
"Citric acid, tributyl ester, acetate (8CI)",175.1
"5beta-Cholan-24-oic acid, 3,7,12-trioxo- (8CI)",319.5
"Hexanedioic acid, bis(2-(hexyloxy)ethyl)ester (9CI)",198.2
"Cholestan-3-ol, 5,6-epoxy-, (3beta,5alpha,6alpha)- (9CI)",200.9
"Naphthalene, 1,2,3,4,5,6,7,8-octachloro-",214.2
"L-Phenylalanine, N-((5-chloro-3,4-dihydro-8-hydroxy-3-methyl-1-oxo-1H-",336.3
"1-Piperazineethanol, 4-(3-(2-chloro-10H-phenothiazin-10-yl)propyl)-",304.8
"(5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6",286.3
"Phosphorodithioic acid, S,S'-(phenylmethylene) O,O,O',O'-tetramethyl e",232.1
"3,5-Pyrazolidinedione, 1,2-diphenyl-4-(2-(phenylsulfinyl)ethyl)-",311.1
"Pregna-4,6-diene-3,20-dione, 6-chloro-17-hydroxy-, acetate",172.5
"Ethanamine, 2-(4-(2-chloro-1,2-diphenylethenyl)phenoxy)-N,N-diethyl-",261.6
"D-erythro-alpha-D-galacto-Octopyranoside, methyl 6,8-dideoxy-6-(((1-me",345
"6,9-Methano-2,4,3-benzodioxathiepin, 6,7,8,9,10,10-hexachloro-1,5,5a,6",225.8
"6,9-Methano-2,4,3-benzodioxathiepin, 6,7,8,9,10,10-hexachloro-1,5,5a,6",225.8
"10H-Phenothiazine, 10-(3-(4-methyl-1-piperazinyl)propyl)-2-(trifluorom",259.8
"Cholan-24-oic acid, 3,7,12-trihydroxy-, (3-alpha,5-beta,7-alpha,12-alp",320.956
"4,7-Methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahy",229.6
"4,7-Methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahy",212.5
"4,7-Methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahy",212.5
"4,7-Methano-1H-indene, 2,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahy",209
"2,2,3,3,4,4,4-heptafluorobutanoyl 2,2,3,3,4,4,4-heptafluorobutanoate",18.9
"Phenol, o-ethyl-, phosphate (6CI,7CI)",256.9
"Phenol, 2,4-dimethyl-, phosphate (3:1)",244.6
"2,5-Xylenol, 4,4'-(3H-2,1-benzoxathiol-3-ylidene)di-, S,S-dioxide (8CI",302.9
"Ethanone, 1-(10-(3-(4-(2-hydroxyethyl)-1-piperidinyl)propyl)-10H-pheno",320.5
"19-Norpregn-4-en-20-yn-3-one, 17-((1-oxoheptyl)oxy)-, (17alpha)- (9CI)",219
"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (2E,6E,",254.1
1-Octacosanol,135.3
"Piperidine, 1-(3-((4-((p-chlorophenyl)azo)-5,6,7,8-tetrahydro-1-naphth",316.1
"2-Butenoic acid, 2-methyl-, 7-((2,3-dihydroxy-2-(1-methoxyethyl)-3-met",268.1
"4,7-Methanoisobenzofuran, 1,3,4,5,6,7,8,8-octachloro-1,3,3a,4,7,7a-hex",156.3
"Benzenepropanoic acid, .alpha.,2-dichloro-5-(4-(difluoromethyl)-4,5-di",228.1
"Bisbenzimidazo(2,1-b:2',1'-i)benzo(lmn)(3,8)phenanthroline-8,17-dione",514.4
"Nonanedioic acid, bis(2-ethylhexyl) ester",184.6
"(3S,8S,9S,10R,13R,14S,17R)-17-[(E,2R, 5S)-5-ethyl-6-methylhept-3-en-2-",219.4
"1(3H)-Isobenzofuranone, 6,7-dimethoxy-3-(5,6,7,8-tetrahydro-4-methoxy-",295.7
"L-Glutamic acid, N-(1-oxooctadecyl)- (9CI)",316.8
"Spirosol-5-en-3-ol, (3beta,22alpha,25R)- (9CI)",279.1
"Octanoic acid, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-",62.1
Podophyllotoxin (8CI),210.181
"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(((2-ethoxy-1-n",385.7
"3,6,9,12,15,18,21,24-Octaoxahexacosane-1,26-diol",260
"L-Ascorbic acid, 6-hexadecanoate",164.4
"19-Norpregn-4-ene-3,20-dione, 17-hydroxy-, hexanoate",228.4
"Spirost-5-en-3-ol, (3-beta,25R)- (9CI)",272.6
"Stigmast-5-en-3-ol, (3beta)-",220.4
"1(3H)-Isobenzofuranone, 6-(dimethylamino)-3,3-bis(4-(dimethylamino)phe",322.4
"2,2,3,3,4,4,5-heptafluoro-5-(1,1,2,2,3,3,4,4,4-nonafluorobutyl)oxolane",17.6
"Benzenedecanoic acid, 4-iodo-iota-methyl-, ethyl ester",208.5
"Pregna-1,4-diene-3,20-dione, 21-(acetyloxy)-11,17-dihydroxy-6-methyl-,",196.5
"17-alpha-Pregn-4-ene-21-carboxylic acid, 17-hydroxy-7-alpha-mercapto-3",302.3
"2,4,6,8,10,12,14,16-Heptadecaoctaenal, 2,6,11,15-tetramethyl-17-(2,6,6",273.8
"5-Norbornene-2,3-dicarboxylic acid, 1,4,5,6,7,7-hexachloro-, dimethyl",162.8
"3'H-Cyclopropa(1,2)pregna-1,4,6-triene-3,20-dione, 17-(acetyloxy)-6-ch",177.6
"Phosphorothioic acid, O,O-diethyl S-pentachlorophenyl ester",218
"9,10-Anthracenedione, 1,4-bis((4-methylphenyl)amino)-",197
"1,2-Benzenedicarboxylic acid, decyl octyl ester",233.1
"2-O-(8-methylnonyl) 1-O-octyl benzene-1,2-dicarboxylate",224.6
"dinonyl benzene-1,2-dicarboxylate",233.1
"1-Hexanol, 2-ethyl-, phosphite (3:1) (7CI)",278.6
"Cholest-5-en-3-ol, 7-hydroperoxy-, (3-beta,7-alpha)-",276.8
"Cholestane-3,5,6-triol, (3beta,5alpha,6beta)- (9CI)",212.5
1triacontene244oC,244
"1,2,3,4-tetrabromo-5,6-dimethylbenzene",177.6
"Pregn-4-ene-3,20-dione, 21-(acetyloxy)-9-fluoro-11,17-dihydroxy-, (11b",301.6
"Benzimidazole, 4,5,6-tribromo-2-(trifluoromethyl)-",213.8
"2,6,10,15,19,23-hexamethyltetracosane",217.8
"5-Norbornene-2,3-dimethanol, 1,4,5,6,7,7-hexachloro-, cyclic sulfate",244.5
"Succinic acid, alpha-monoester with D-threo-(-)-2,2-dichloro-N-(beta-h",387
"3H-Pyrazol-3-one, 5-((2,4-dichlorophenyl)amino)-2,4-dihydro-2-(2,4,6-t",262.7
"o-Cresol, tetrabromo- (8CI)",170.3
"2,5-Methano-2H-indeno(1,2-b)oxirene, 2,3,4,5,6,6a,7,7-octachloro-1a,1b",165.1
"Methanone, (3,5-dibromo-4-hydroxyphenyl)(2-ethyl-3-benzofuranyl)-",264.7
"Ethane, pentabromo-",120.3
"Phenol, 4,4'-methylenebis(2,6-bis(1,1-dimethylethyl)-",178.1
"Tetradecanoic acid, tetradecyl ester",240.8
"1,2-Benzenediol, 3,4,5,6-tetrabromo- (9CI)",159
"Sebacic acid, bis(2-ethylhexyl) ester (8CI)",189.655
Lup-20(29)-en-3-beta-ol (8CI),216.9
"2-Norbornene, 1,2,3,4,7,7-hexachloro-5-(2,2,3,3-tetrafluorocyclobutyl)",206.4
2-(2-(4-(2-Methyl-3-(10H-phenothiazin-10-yl)propyl)piperazin-1-yl)etho,310.6
"Cyclohexane, 1,2-dibromo-4-(1,2-dibromoethyl)-",173.3
"methyl 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoate",45.5
Inosine 5'-(trihydrogen pyrophosphate),513.3
"Phenol, 4,4'-(1,2-diethyl-1,2-ethenediyl)bis-, bis(dihydrogen phosphat",346.1
"Cholesterol, acetate (8CI)",248.8
"Ethanimidoyl chloride, 2,2,2-trichloro-N-(pentachlorophenyl)-",226.1
"Benzoxazole, 2,2'-(2,5-thiophenediyl)bis(5-(1,1-dimethylethyl)-",275.1
"Phosphorodithioic acid, S,S'-(thiobis(methylene)) O,O,O',O'-tetraethyl",221.9
"(1,4'-Bipiperidine)-4'-carboxamide, 1'-(3-cyano-3,3-diphenylpropyl)-",342.3
"Sorbitan, esters, monooctadecanoate",185.3
"2H-1-Benzopyran-6-ol, 3,4-dihydro-2,5,7,8-tetramethyl-2-((4R,8R)-4,8,1",210.229
"1-Nonanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluoro-",73.4
"1,3-Propanediol, 2-((benzoyloxy)methyl)-2-methyl-, 1,3-dibenzoate",245.3
"Pregna-1,4-diene-3,20-dione, 9-fluoro-11beta,16alpha,17,21-Pregna-1,4-",302.7
"Pregna-1,4-diene-3,20-dione, 6-fluoro-11,21-dihydroxy-16,17-((1-methyl",305.7
"Phosphoric acid, tris(2-ethylhexyl) ester",206.6
"Phosphoric acid, trioctyl ester",218
TrioctylPhosphate,218
Tris2ethylhexylPhosphate207oC,207
"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(((3-(2-chlorop",370.9
Tridecanitrile (mixed isomers),224.7
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-octadecafluorooctane",30.7
"Benzenamine, 2,4,6-trinitro-N-(2,4,6-trinitrophenyl)-",275.9
"2H-1,2,4-Benzothiadiazine-7-sulfonamide, 6-chloro-3,4-dihydro-2-methyl",304.7
"5,9,14,18-Anthrazinetetrone, 6,15-dihydro-",253.9
"Phosphoric acid, 1,2-dibromo-2,2-dichloroethyl methyl phenyl ester",163.4
"Coumarin, 3-chloro-7-hydroxy-4-methyl-, bis(3-chloropropyl) phosphate",487.5
"1-Propanol, 2-chloro-, hydrogen phosphate, ester with 3-chloro-7-hydro",451.5
"9H-Thioxanthene-2-sulfonamide, N,N-dimethyl-9-(3-(4-methyl-1-piperazin",316.1
"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octah",431.953
"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octah",368.2
"Cyclohexasiloxane, dodecamethyl-",124.4
DodecamethylCyclohexasiloxane93oC,93
"1H-Imidazole, 2,4,5-triiodo- (9CI)",231.5
"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-6-iodohexane",45
"1,2-Benzenedicarboxylic acid, didecyl ester",243.7
"Hexasulfide, bis(1-piperidinylthioxomethyl)",303.6
"1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane",27.5
"Cyclohexane,nonafluoro-1,3,5-tris(trifluoromethyl)- (6CI,7CI,8CI)",18.6
"Androst-4-en-3-one, 17-beta-hydroxy-1-alpha,7-alpha-dimercapto-17-meth",309.5
"2,3,10,11-Tetrathia-5,8-diazadodecanedithioamide, N,N,N',N'-tetramethy",289.1
dotriacontane,323.9
"Pregna-1,4-diene-3,20-dione, 6,9-difluoro-11,21-dihydroxy-16,17-((1-me",303.7
"4-Piperidinecarboxylic acid, 1-(3-cyano-3,3-diphenylpropyl)-4-phenyl-,",318
"1,1,2,2,3,3,4,4-octafluoro-1,4-diiodobutane",55.9
"1,1,1,2,2,3,3,4,4-nonafluoro-4-(1,1,2,2,3,3,4,4,",23.5
"9,10-Anthracenedione, 1,2-dihydroxy-5,8-bis((4-hydroxyphenyl)amino)- (",373.5
"Benzeneacetonitrile, alpha-(3-((2-(3,4-dimethoxyphenyl)ethyl)methylami",308.3
"Pregn-4-ene-3,20-dione, 21-chloro-9-fluoro-11-hydroxy-16,17-((1-methyl",295.1
"Benzamide, N,N'-(dithiodi-2,1-phenylene)bis-",250
"1,3-Benzodioxole, 5-(bis(2-(2-butoxyethoxy)ethoxy)methyl)- (9CI)",197.6
"Olean-12-en-28-oic acid, 3-beta-hydroxy- (8CI)",302.6
"Epigallocatechol, 3-gallate, (-)-",320
"Bufa-4,20,22-trienolide, 6-(acetyloxy)-3,8,14-trihydroxy-, (3-beta,6-b",210.5
[dimethyl(trimethylsilyloxy)silyl]oxy-[[dimethyl(trimethylsilyloxy),144.1
TetradecamethylHexaSiloxane102oC,102
"Dibenzo-p-dioxin, 1,2,3,4,6,7,8,9-octachloro-",195.7
"1,6-Dibromo-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexane",46.4
2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethyl octadecanoate,163
"1,1,2,2,3,3,4,4,4a,5,5,6,6,7,7,8,8,8a-octadecafluoronaphthalene",46.4
"1,3-Isobenzofurandione, 4,5,6,7-tetrabromo-",280.7
"Cholest-7-en-6-one, 2,3,14,22,25-pentahydroxy-, (2-beta,3-beta,5-beta,",350
Tridecylhexaethoxylate,276.1
"2-Naphthacenecarboxamide, 7-chloro-4-(dimethylamino)-1,4,4a,5,5a,6,11,",367.8
"Phosphorothioic acid, O,O'-(thiodi-4,1-phenylene) O,O,O',O'-tetramethy",267.4
"Acetamide, 2,2'-((2-hydroxyethyl)imino)bis(N-(alpha,alpha-dimethylphen",335.1
"Cyclotrisiloxane, 2,4,6-trimethyl-2,4,6-tris(3,3,3-trifluoropropyl)-",107.1
"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(((3-(2,6-dichl",372.5
"Olean-12-en-30-oic acid, 3beta-hydroxy-11-oxo- (8CI)",323.7
"Octanoic acid, 1,2,3-propanetriyl ester",209.3
"Phenol, 2,4,6-triiodo-",145.1
"2H-1-Benzopyran-6-ol, 3,4-dihydro-2,5,7,8-tetramethyl-2-((4R,8R)-4,8,1",235.6
"2H-1-Benzopyran-6-ol, 3,4-dihydro-2,5,7,8-tetramethyl-2-((4R,8R)-4,8,1",235.6
"Phenazine, 3-(p-chloroanilino)-10-(p-chlorophenyl)-2,10-dihydro-2-(iso",296.7
"Naphtho(2,3-d)-1,3-dioxole-6-carboxylic acid, 5,6,7,8-tetrahydro-8-hyd",328.5
"Piperazine, 1,4-bis(3,4,5-trimethoxybenzoyl)-",363.7
"Anthra(2,1-d:6,5-d')bisthiazole-6,12-dione, 2,8-diphenyl-",393.6
"Bi-2,4-cyclopentadien-1-yl, 1,1',2,2',3,3',4,4',5,5'-decachloro- (8CI)",229.7
"Pregna-1,4-diene-3,20-dione, 9-fluoro-11,21-dihydroxy-16-methyl-17-((1",316
"2-Naphthacenecarboxamide, 7-chloro-4-(dimethylamino)-1,4,4a,5,5a,6,11,",387.1
1-[bromo(difluoro)methoxy]-4-[2-methyl-1-[(3-phenoxyphenyl)methoxy],304
Gentamicin,358.6
"Emetan, 2,3-didehydro-6',7',10,11-tetramethoxy- (9CI)",319.5
"2-Naphthacenecarboxamide, 7-chloro-4-(dimethylamino)-1,4,4a,5,5a,6,11,",450.372
tetratriacontane,345.3
"3,5,7,8-Tetrachloro-2,2,3,4,4,5,6,6,7,8,8-undecafluoroctanoic acid",136.2
"D-Streptamine, O-3-amino-3-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(2,6-d",442.3
"Phosphonic acid, ((ethylthio)methylidyne)tris-, hexaethyl ester",265.3
"D-Streptamine, O-3-amino-3-deoxy-alpha-D-glucopyranosyl-(1-6)-O-(6-ami",443.4
"Benzene, 1,2,3,4,5-pentabromo-6-methyl-",186.5
"Nonane,eicosafluoro- (6CI,7CI,8CI,9CI)",43.6
"Leucine, N-(N-acetyl-3-(p-(bis(2-chloroethyl)amino)phenyl)-DL-alanyl)-",369.1
"Phenol, pentabromo-",166.9
"Benzoic acid, thio-, S-ester with N-((4-amino-2-methyl-5-pyrimidinyl)m",388.1
"1-Piperazineacetamide, 4-(4,4-bis(4-fluorophenyl)butyl)-N-(2,6-dimethy",336.4
"2-Anthracenecarboxylic acid, 7-beta-D-glucopyranosyl-9,10-dihydro-3,5,",316.113
"1,3,4-Metheno-1H-cyclobuta(cd)pentalen-2-ol, 1,1a,3,3a,4,5,5,5a,5b,6-d",218.6
"Pregna-1,4-diene-3,20-dione, 6alpha,9-difluoro-11beta,16alpha,17,21-te",311.3
"Pregna-1,4-diene-3,20-dione, 21-(2,2-dimethyl-1-oxopropoxy)-6,9-difluo",316.8
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-7-iodoheptane",57.1
"Butyric acid, 2-hydroxy-2-methyl-, 4-ester with 1,2,3,3a-beta,4,6a-bet",231.2
"Octanoic acid, (4-cyano-2,6-diiodo)phenyl ester",237.8
"Pregna-1,4-diene-3,20-dione, 9-fluoro-11,17-dihydroxy-16-methyl-21-((4",362.6
"1-Propanol, 2,3-dibromo-, hydrogen phosphate (ester)",230.6
"Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((tetrahydro-2H-pyran-",340.2
"1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",40.9
"1-Octanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro",91.2
"Benzoic acid, 2,3,5-triiodo-",230
"Phenarsazine, 10,10'-oxydi-",243.9
"Bicyclo(2.2.1)hept-5-ene-2,3-dicarboxylic acid, 1,4,5,6,7,7-hexachloro",163.7
"Benzimidazole, 4,5,6,7-tetrabromo-2-(trifluoromethyl)-",238.8
"10H-Phenoxarsine, 10,10'-oxybis- (9CI)",214.1
"2-beta,3-beta-Dihydroxyolean-12-ene-23,28-dioic acid",352.4
"1,3,4,6,8,13-Hexahydroxy-10,11-dimethylphenanthro(1,10,9,8-opqra)peryl",584.6
"Pregna-1,4-diene-3,20-dione, 9-fluoro-11-hydroxy-16-methyl-17,21-bis(1",318.6
"Ethanol, 2,2',2'',2'''-((4,8-di-1-piperidinylpyrimido(5,4-d)pyrimidine",441.5
"triheptyl benzene-1,2,4-tricarboxylate",231.7
"2,4,11,13-Tetraazatetradecanediimidamide, N,N''-bis(4-chlorophenyl)-3,",376.7
"2-Pyridinecarboxylic acid, 5-amino-6-(7-amino-5,8-dihydro-6-methoxy-5,",388.7
"2-Naphthacenecarboxamide, 7-chloro-4-(dimethylamino)-1,2,3,4,4a,5,5a,6",401.1
"Hexadecanoic acid, octadecyl ester",283.6
"5,9,14,18-Anthrazinetetrone, 7,16-dichloro-6,15-dihydro-",430.6
"1,1,2,2,3,3,4,4,4a,5,5,6,6,7,7,8,",52.6
"Decanoic acid, nonadecafluoro-",82.7
"Diethylene glycol, diester with butylphthalate",227.9
"Propanoic acid, 3,3'-thiobis-, didodecyl ester",264.8
"19-Norlanosta-5,23-diene-3,11,22-trione, 2,16,20,25-tetrahydroxy-9-met",381.4
"(2,2'-Binaphthalene)-8,8'-dicarboxaldehyde, 1,1',6,6',7,7'-hexahydroxy",395.9
"1,1,2,2,3,3,3-heptafluoro-N,N-bis(1,1,2,2,3,3,",32.4
